Line Name,Code,English,Español ,//comments,Code-switching,
script|job.arctic-cause-of-death.argue.unrelated:1,@C4A8ADA5,{@arcticSci}   Well... that's certainly interesting. But it's not what I asked for.,{@arcticSci}   Bueno... es realmente interesante. Pero no es lo que pedí.,,,
script|job.arctic-cause-of-death.argue.unrelated:2,@C1A8A8EC,Can you share any facts related to Linda's {h}food supply{/h}?,¿Puedes compartir algunos datos relacionados con la {h}alimentación{/h} de Linda?,,,
script|job.arctic-cause-of-death.argue.unrelated2:1,@A0541B77,"{@arcticSci}  I'm afraid that's not quite what we need here, Ollie.","{@arcticSci} Temo que eso no es exactamente lo que necesitamos aquí, Ollie.",,,
script|job.arctic-cause-of-death.argue.unrelated2:2,@A1541D0A,Do you have any facts about {h}stressors{/h} in Linda's environment?,¿Tienes datos sobre los {h}estresores{/h} en el ambiente de Linda?,,,
script|job.arctic-cause-of-death.argue.unrelated3:1,@760B2870,{@arcticSci}  That's not relevant at the moment... though I'd love to chat more about it later!,{@arcticSci}  Eso no es relevante en este momento... ¡aunque me encantaría charlar más sobre ello más adelante!,,,
script|job.arctic-cause-of-death.argue.unrelated3:2,@790B2D29,"For now, what can you tell me about the populations of Linda's food sources?","Por ahora, ¿qué puedes decirme sobre las poblaciones de las fuentes de alimentación de Linda?",,,
script|job.arctic-cause-of-death.argue.giveUp:0,@3F303218,"{@arcticSci} Of course, Ollie. Let me know when you're ready.","{@arcticSci} Por supuesto, Ollie. Avísame cuando estés listo.",,,
script|job.arctic-cause-of-death.argue.complete:1,@AD1944CC,"{@arcticSci}   Oh no. Poor, dear Linda.","{@arcticSci}   Dios, no. Pobresita Linda.",,,
script|job.arctic-cause-of-death.argue.complete:2,@B0194985,"{@player}       What is it, Professor?","{@player} ¿Qué ocurre, profe?",,,
script|job.arctic-cause-of-death.argue.complete:3,@AF1947F2,"{@arcticSci}   She must've been lured in by the ice algae. When the ice melts, the algae can become abundant...","{@arcticSci}   La habrán atraído las algas del hielo. Cuando el hielo se derrite, las algas se pueden proliferar...",,,
script|job.arctic-cause-of-death.argue.complete:4,@AA194013,But it disappears when the seasons change.,Pero desaparecen cuando cambian los tiempos.,,,
script|job.arctic-cause-of-death.argue.complete:5,@A9193E80,My guess would be that Linda got trapped when the ice refroze and couldn't get back to her pod.,Sospecho que Linda quedó atrapada cuando el hielo se volvió a congelar y no pudo volver con su manada.,,,
script|job.arctic-cause-of-death.argue.complete:6,@AC194339,"{@player}     Oh no... and without the algae, she must've starved!","{@player}     Oh, no... y sin las algas, ¡se hubiera muerto de hambre!",,,
script|job.arctic-cause-of-death.argue.complete:7,@AB1941A6,{@arcticSci}  I think we can reasonably assume that we've found Linda's cause of death.,{@arcticSci} Creo que podemos asumir razonablemente que encontramos la causa de la muerte de Linda.,,,
script|job.arctic-cause-of-death.argue.complete:8,@B61952F7,{@player}     Ugh. How heartbreaking. I wonder if there's any way to stop this from happening again.,{@player}     Uf. Qué triste. Me pregunto si hay alguna forma para evitar que esto vuelva suceder.,,,
script|job.arctic-cause-of-death.argue.complete:9,@B5195164,"{@arcticSci}   You really are quite like your sister, Ollie.","{@arcticSci} Realmente te pareces mucho a tu hermana, Ollie.",,,
script|job.arctic-cause-of-death.argue.complete:10,@7AC798B4,"{@player}      Oh... no, I'm not. She was brilliant!",{@player}      Ay... no. ¡Ella era brillante!,,,
script|job.arctic-cause-of-death.argue.complete:11,@7BC79A47,"{@arcticSci}   Well, all I can say is you've helped me greatly today. And I think Meredith would've done the same.","{@arcticSci}   Bueno pues, sólo te puedo decir que hoy me has ayudado mucho. Y creo que Meredith habría hecho lo mismo.",,,
script|job.arctic-disappearing-act.start:3,@40B8A7FF,"{@arcticSci}  Oh, this is so exciting. Whalefalls are exceedingly rare finds!",{@arcticSci}  Esto es muy emocionante. ¡Las caídas de ballenas son hallazgos extremadamente raros!,,,
script|job.arctic-disappearing-act.start:4,@3DB8A346,"{@player}     Huh. I thought you'd be sadder about this, Professor.","{@player}    Eh. Pensaba que estarías más triste por esto, profe.",,,
script|job.arctic-disappearing-act.start:5,@3EB8A4D9,"I mean, Linda's body is dead and decaying and being... you know. Slowly devoured.","Quiero decir, el cuerpo de Linda está muerto y descomponiéndose y siendo... ya sabes. Lentamente devorado.",,,
script|job.arctic-disappearing-act.start:6,@3BB8A020,"{@arcticSci}  I know! Wonderful, isn't it?","{@arcticSci} ¡Lo sé! Es maravilloso, ¿cierto?",,,
script|job.arctic-disappearing-act.start:7,@3CB8A1B3,This is our chance to learn more about how it all works!,¡Esta es nuestra gran oportunidad para aprender más sobre cómo funciona todo esto!,,,
script|job.arctic-disappearing-act.start:8,@49B8B62A,"{@player}     Okay, then. Where do we start?",{@player}     Bueno pues. ¿Por dónde empezamos?,,,
script|job.arctic-disappearing-act.start:9,@4AB8B7BD,"{@arcticSci}   If we're going to investigate properly, you'll need to learn more about all the species at {h}Site W{/h}.","{@arcticSci} Si queremos investigar bien, tendrás que saber más sobre todas las especies del {h}Sitio W{/h}.",,,
script|job.arctic-disappearing-act.start:10,@1DB5520F,Let me know what you find out!,¡Avísame lo que descubras!,,,
script|job.arctic-disappearing-act.gotAllInfo:0,@BA2BC983,"{@player}  Wow. {nameof @arcticSci} was right about this place, {nameof @guide}.","{@player}  Vaya. {nameof @arcticSci} tenía razón sobre este lugar, {nameof @guide}.",,,
script|job.arctic-disappearing-act.gotAllInfo:1,@B92BC7F0,"I mean, snow crabs? Zombie worms??",Me refiero a ¿cangrejos de las nieves? ¿Gusanos zombis?,"Chionoecetes, Osedax (zombie worms)",,
script|job.arctic-disappearing-act.gotAllInfo:2,@BC2BCCA9,I never even dreamed these things existed!,¡Ni siquiera he soñado que estas cosas existían!,,,
script|job.arctic-disappearing-act.gotAllInfo:3,@BB2BCB16,"{@guide}   Yes. So much delicious new data, all in one place!","{@guide}   Sí. Tantos datos nuevos y deliciosos, ¡Todos en el mismo sitio!",,,
script|job.arctic-disappearing-act.gotAllInfo:4,@BE2BCFCF,{@player}  We better head back to the AquaLab and keep working. I want to know how all this works!,{@player}  Será mejor que volvamos al AquaLab y sigamos trabajando. ¡Quiero saber cómo funciona todo esto!,,,
script|job.arctic-disappearing-act.helpScan:0,@6BC8D9F4,"{@player}   What now, {nameof @guide}?","{@player}   ¿Y ahora qué, {nameof @guide}?",,,
script|job.arctic-disappearing-act.helpScan:1,@6CC8DB87,{@guide}    It appears you have more organisms to scan!,{@guide}    ¡Parece que tienes más organismos que escanear!,,,
script|job.arctic-disappearing-act.helpObserve:0,@3C4C3D43,"{@player}   Can I have a little help, {nameof @guide}?","{@player}   ¿Me ayudas un poco, {nameof @guide}?",,,
script|job.arctic-disappearing-act.helpObserve:1,@3B4C3BB0,"{@guide}    Certainly, O!","{@guide}    ¡Claro que sí, Ó!",,,
script|job.arctic-disappearing-act.helpObserve:2,@3E4C4069,First you'll need to use your {h}Observation Tank{/h} to understand how the different organisms from {h}Site W{/h} interact.,Primero tendrás que utilizar tu {h}Tanque de Observación{/h} para comprender cómo interactúan los distintos organismos del {h}Sitio W{/h}.,,,
script|job.arctic-disappearing-act.helpObserve:3,@3D4C3ED6,Then head to your {nameof Modeling} and use what you found out to create a visual model!,"Después, dirígete a tu {nameof Modeling} y utiliza lo que has averiguado para crear un modelo visual.",,,
script|job.arctic-disappearing-act.reportBack:0,@FC879717,"{@player} What now, {nameof @guide}?","{@player} ¿Y ahora qué, {nameof @guide}?",,,
script|job.arctic-disappearing-act.reportBack:1,@FB879584,{@guide}  You've created your model. It's time to report back to {nameof @arcticSci}!,{@guide}  Ya tienes tu modelo. ¡Es hora de informar a {nameof @arcticSci}!,,,
script|job.arctic-disappearing-act.catchScanCritters:0,@17C545FC,{@player} What should I do now?,{@player} ¿Qué hago ahora?,,,
script|job.arctic-disappearing-act.catchScanCritters:1,@18C5478F,{@guide}  Your current task is to scan all of the spcies at Site W!,{@guide}  ¡Tu tarea actual es escanear todas las especies del Sitio W!,,,
script|job.arctic-disappearing-act.catchModelInteractions:0,@EF17577B,"{@player} Okay, {nameof @guide}. What now?","{@player} Sale, {nameof @guide}. ¿Y ahora qué?",,,
script|job.arctic-disappearing-act.catchModelInteractions:1,@EE1755E8,"{@guide}  You need to observe the species' interactions, and then create a Visual Model!","{@guide}  Tienes que observar las interacciones de las especies, ¡y luego crear un Modelo Visual!",,,
script|job.arctic-disappearing-act.catchReportBack:0,@E83A7828,{@player}   What do we need to do now?,{@player}   ¿Qué tenemos que hacer ahora?,,,
script|job.arctic-disappearing-act.catchReportBack:1,@E93A79BB,{@guide}    It's time to report back to {nameof @arcticSci}.,{@guide}    Es hora de informar a {nameof @arcticSci}.,,,
script|job.arctic-disappearing-act.argue.intro:4,@2950C614,{@arcticSci} Excellent! Let's see what you discovered.,{@arcticSci} ¡Excelente! Veamos qué descubriste.,,,
script|job.arctic-disappearing-act.argue.intro:5,@2A50C7A7,May I have a look at your visual model of Site W?,¿Puedo echar un vistazo a tu modelo visual del Sitio W?,,,
script|job.arctic-disappearing-act.argue.showClaim:1,@2890C516,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.arctic-disappearing-act.argue.showClaim:4,@2D90CCF5,Let me get back to you.,Volveré a contestarte.,,,
script|job.arctic-disappearing-act.argue.unrelated:1,@55C147E7,"{@arcticSci} Ah. Forgive me, Ollie but I don't think that's what you were looking for.","{@arcticSci} Ah. Perdóname, Ollie, pero no creo que esto sea lo que estabas buscando.",,,
script|job.arctic-disappearing-act.argue.giveUp:0,@060DCFD6,{@arcticSci} Perfectly understandable. These things take time.,{@arcticSci} No te agüites. Estas cosas toman su tiempo.,check,,
script|job.arctic-disappearing-act.argue.giveUp:1,@070DD169,Just let me know when you're ready.,No mas avísame cuando estés lista.,,,
script|job.arctic-disappearing-act.argue.complete:1,@59358912,"{@arcticSci}  Ollie, this is fascinating! What a beautiful, intricate web of organisms.","{@arcticSci}  Ollie, ¡esto es fascinante! Qué hermosa e intrincada red de organismos.",,,
script|job.arctic-disappearing-act.argue.complete:2,@5835877F,"And all of them thriving where there was no life, no ecosystem... until now.","Y todos ellos floreciendo donde no había vida, ni ecosistema... hasta ahora.",,,
script|job.arctic-disappearing-act.argue.complete:3,@573585EC,{@player}      But Linda's body already looks so decayed. How much longer do you think the ecosystem will last?,{@player} Pero el cadaver de Linda ya parece muy descompuesto. ¿Cuánto tiempo crees que aguantará el ecosistema?,,,
script|job.arctic-disappearing-act.argue.complete:4,@56358459,"{@arcticSci}   Well, that depends on when she died, and what state of decomposition she's in...","{@arcticSci}   Bueno, eso depende de cuando haya muerto y del estado de putrefacción en que se encuentre...",,,
script|job.arctic-disappearing-act.argue.complete:5,@553582C6,But I've already rambled on for too long!,¡Pero ya he dado mucha lata!,,,
script|job.arctic-disappearing-act.argue.complete:6,@54358133,"Thank you again, Ollie. Until next time!","Gracias de nuevo, Ollie. ¡Hasta luego!",,,
script|job.arctic-endangered-seals.start:0,@810FA8AE,{@arcticSci}  I did a bit of digging and found these experimental results. They should help with your model.,{@arcticSci} Investigué un poco y encontré estos resultados experimentales. Deberían ayudarte con tu modelo.,,,
script|job.arctic-endangered-seals.start:9,@7A0F9DA9,"{@arcticSci}    In addition, we deployed a population history probe after you discovered {fullnameof RS-4Y}.","{@arcticSci} Además, enviamos una sonda del historial de población después de que descubrieras {fullnameof RS-4Y}.",,,
script|job.arctic-endangered-seals.start:10,@2FA94FE3,"The data is limited because it's only been out a short while, but every bit counts.","Los datos son limitados porque lleva poco tiempo fuera, pero cada trocito de arena cuenta.",,,
script|job.arctic-endangered-seals.afterModelSync:0,@A80A8BD2,{@guide}     Now that we've established a baseline of what has happened. Now let's project our findings into the future with a Predict Model.,{@guide}     Ahora que hemos establecido una línea de base de lo que ha ocurrido. Ahora vamos a proyectar nuestros resultados hacia el futuro con un Modelo de Predicción.,,,
script|job.arctic-endangered-seals.afterModelPredict:0,@F9A17072,"{@guide}    All right, back to {nameof @arcticSci}!","{@guide}    Muy bien, ¡vuelve a {nameof @arcticSci}!",,,
script|job.arctic-endangered-seals.modelSuggestions:2,@37944C26,{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next.,{@guide}    ¡Ya terminaste con esta parte! Dirígete a la ficha {h}Describir{/h}.,,,
script|job.arctic-endangered-seals.modelSuggestions:4,@39944F4C,"{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!","{@guide}    Una vez que haygas importado tus hechos y guardado el modelo Visual, ¡estaremos listos para crear nuestro Modelo de descripción!",,,
script|job.arctic-endangered-seals.modelSuggestions:8,@3D945598,{@guide}    Time to try out your model in the {h}Describe{/h} tab.,{@guide}    Es hora de comprobar tu modelo en la ficha {h}Describir{/h}.,,,
script|job.arctic-endangered-seals.modelSuggestions:10,@8E717E99,{@guide}    Seems like we don't have enough information to complete our model accurately.,{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión.,,,
script|job.arctic-endangered-seals.modelSuggestions:11,@8D717D06,"Look for {h}question marks{/h} in the Visual model interface, those point to where we may need more data.","Busca {h} signos de interrogación{/h} en la interfaz del Modelo Visual, esos señalan dónde podemos necesitar más datos.",,,
